id,brand,choice,fash,qual,price,female,age25,age39,age40,time
6,2,0,0,1,.12,1,1,0,0,2
6,3,1,1,0,.12,1,1,0,0,2
6,4,0,0,0,0,1,1,0,0,2
6,1,1,0,1,.079999998,1,1,0,0,3
6,2,0,1,1,.2,1,1,0,0,3
6,3,0,1,0,.079999998,1,1,0,0,3
6,4,0,0,0,0,1,1,0,0,3
6,1,0,0,0,.079999998,1,1,0,0,4
6,2,0,0,1,.16,1,1,0,0,4
6,3,1,1,1,.2,1,1,0,0,4
6,4,0,0,0,0,1,1,0,0,4
6,1,0,0,0,.039999999,1,1,0,0,5
6,2,0,1,0,.12,1,1,0,0,5
6,3,1,1,0,.079999998,1,1,0,0,5
6,4,0,0,0,0,1,1,0,0,5
6,1,0,0,0,.079999998,1,1,0,0,6
6,2,0,0,1,.12,1,1,0,0,6
6,3,0,1,0,.079999998,1,1,0,0,6
6,4,1,0,0,0,1,1,0,0,6
6,1,0,1,1,.2,1,1,0,0,7
6,2,1,0,0,.079999998,1,1,0,0,7
6,3,0,0,1,.079999998,1,1,0,0,7
6,4,0,0,0,0,1,1,0,0,7
6,1,0,0,1,.079999998,1,1,0,0,8
6,2,1,1,0,.12,1,1,0,0,8
6,3,0,0,0,.039999999,1,1,0,0,8
6,4,0,0,0,0,1,1,0,0,8
7,1,0,0,0,.12,0,0,1,0,1
7,2,0,1,0,.12,0,0,1,0,1
7,3,1,0,1,.079999998,0,0,1,0,1
7,4,0,0,0,0,0,0,1,0,1
7,1,1,1,1,.12,0,0,1,0,2
7,2,0,0,1,.12,0,0,1,0,2
7,3,0,1,0,.12,0,0,1,0,2
7,4,0,0,0,0,0,0,1,0,2
7,1,1,0,1,.079999998,0,0,1,0,3
7,2,0,1,1,.2,0,0,1,0,3
7,3,0,1,0,.079999998,0,0,1,0,3
7,4,0,0,0,0,0,0,1,0,3
7,1,0,0,0,.079999998,0,0,1,0,4
7,2,0,0,1,.16,0,0,1,0,4
7,3,0,1,1,.2,0,0,1,0,4
7,4,1,0,0,0,0,0,1,0,4
7,1,0,0,0,.039999999,0,0,1,0,5
7,2,1,1,0,.12,0,0,1,0,5
7,3,0,1,0,.079999998,0,0,1,0,5
7,4,0,0,0,0,0,0,1,0,5
7,1,0,0,0,.079999998,0,0,1,0,6
7,2,1,0,1,.12,0,0,1,0,6
7,3,0,1,0,.079999998,0,0,1,0,6
7,4,0,0,0,0,0,0,1,0,6
7,1,0,1,1,.2,0,0,1,0,7
7,2,0,0,0,.079999998,0,0,1,0,7
7,3,1,0,1,.079999998,0,0,1,0,7
7,4,0,0,0,0,0,0,1,0,7
7,1,1,0,1,.079999998,0,0,1,0,8
7,2,0,1,0,.12,0,0,1,0,8
7,3,0,0,0,.039999999,0,0,1,0,8
7,4,0,0,0,0,0,0,1,0,8
8,1,0,0,0,.12,1,1,0,0,1
8,2,0,1,0,.12,1,1,0,0,1
8,3,1,0,1,.079999998,1,1,0,0,1
8,4,0,0,0,0,1,1,0,0,1
8,1,0,1,1,.12,1,1,0,0,2
8,2,0,0,1,.12,1,1,0,0,2
8,3,0,1,0,.12,1,1,0,0,2
8,4,1,0,0,0,1,1,0,0,2
8,1,1,0,1,.079999998,1,1,0,0,3
8,2,0,1,1,.2,1,1,0,0,3
8,3,0,1,0,.079999998,1,1,0,0,3
8,4,0,0,0,0,1,1,0,0,3
8,1,0,0,0,.079999998,1,1,0,0,4
8,2,1,0,1,.16,1,1,0,0,4
8,3,0,1,1,.2,1,1,0,0,4
8,4,0,0,0,0,1,1,0,0,4
8,1,0,0,0,.039999999,1,1,0,0,5
8,2,1,1,0,.12,1,1,0,0,5
8,3,0,1,0,.079999998,1,1,0,0,5
8,4,0,0,0,0,1,1,0,0,5
8,1,0,0,0,.079999998,1,1,0,0,6
8,2,1,0,1,.12,1,1,0,0,6
8,3,0,1,0,.079999998,1,1,0,0,6
8,4,0,0,0,0,1,1,0,0,6
8,1,0,1,1,.2,1,1,0,0,7
8,2,0,0,0,.079999998,1,1,0,0,7
8,3,1,0,1,.079999998,1,1,0,0,7
8,4,0,0,0,0,1,1,0,0,7
8,1,1,0,1,.079999998,1,1,0,0,8
8,2,0,1,0,.12,1,1,0,0,8
8,3,0,0,0,.039999999,1,1,0,0,8
8,4,0,0,0,0,1,1,0,0,8
9,1,0,0,0,.12,0,0,1,0,1
9,2,0,1,0,.12,0,0,1,0,1
9,3,1,0,1,.079999998,0,0,1,0,1
9,4,0,0,0,0,0,0,1,0,1
9,1,1,1,1,.12,0,0,1,0,2
9,2,0,0,1,.12,0,0,1,0,2
9,3,0,1,0,.12,0,0,1,0,2
9,4,0,0,0,0,0,0,1,0,2
9,1,1,0,1,.079999998,0,0,1,0,3
9,2,0,1,1,.2,0,0,1,0,3
9,3,0,1,0,.079999998,0,0,1,0,3
9,4,0,0,0,0,0,0,1,0,3
9,1,0,0,0,.079999998,0,0,1,0,4
9,2,1,0,1,.16,0,0,1,0,4
9,3,0,1,1,.2,0,0,1,0,4
9,4,0,0,0,0,0,0,1,0,4
9,1,0,0,0,.039999999,0,0,1,0,5
9,2,0,1,0,.12,0,0,1,0,5
9,3,1,1,0,.079999998,0,0,1,0,5
9,4,0,0,0,0,0,0,1,0,5
9,1,0,0,0,.079999998,0,0,1,0,6
9,2,1,0,1,.12,0,0,1,0,6
9,3,0,1,0,.079999998,0,0,1,0,6
9,4,0,0,0,0,0,0,1,0,6
9,1,0,1,1,.2,0,0,1,0,7
9,2,0,0,0,.079999998,0,0,1,0,7
9,3,1,0,1,.079999998,0,0,1,0,7
9,4,0,0,0,0,0,0,1,0,7
9,1,1,0,1,.079999998,0,0,1,0,8
9,2,0,1,0,.12,0,0,1,0,8
9,3,0,0,0,.039999999,0,0,1,0,8
9,4,0,0,0,0,0,0,1,0,8
10,1,0,0,0,.12,1,0,1,0,1
10,2,0,1,0,.12,1,0,1,0,1
10,3,1,0,1,.079999998,1,0,1,0,1
10,4,0,0,0,0,1,0,1,0,1
10,1,1,1,1,.12,1,0,1,0,2
10,2,0,0,1,.12,1,0,1,0,2
10,3,0,1,0,.12,1,0,1,0,2
10,4,0,0,0,0,1,0,1,0,2
10,1,1,0,1,.079999998,1,0,1,0,3
10,2,0,1,1,.2,1,0,1,0,3
10,3,0,1,0,.079999998,1,0,1,0,3
10,4,0,0,0,0,1,0,1,0,3
10,1,0,0,0,.079999998,1,0,1,0,4
10,2,0,0,1,.16,1,0,1,0,4
10,3,1,1,1,.2,1,0,1,0,4
10,4,0,0,0,0,1,0,1,0,4
10,1,0,0,0,.039999999,1,0,1,0,5
10,2,0,1,0,.12,1,0,1,0,5
10,3,0,1,0,.079999998,1,0,1,0,5
10,4,1,0,0,0,1,0,1,0,5
10,1,0,0,0,.079999998,1,0,1,0,6
10,2,1,0,1,.12,1,0,1,0,6
10,3,0,1,0,.079999998,1,0,1,0,6
10,4,0,0,0,0,1,0,1,0,6
10,1,1,1,1,.2,1,0,1,0,7
10,2,0,0,0,.079999998,1,0,1,0,7
10,3,0,0,1,.079999998,1,0,1,0,7
10,4,0,0,0,0,1,0,1,0,7
10,1,1,0,1,.079999998,1,0,1,0,8
10,2,0,1,0,.12,1,0,1,0,8
10,3,0,0,0,.039999999,1,0,1,0,8
10,4,0,0,0,0,1,0,1,0,8
11,1,0,0,0,.12,1,0,0,1,1
11,2,0,1,0,.12,1,0,0,1,1
11,3,1,0,1,.079999998,1,0,0,1,1
11,4,0,0,0,0,1,0,0,1,1
11,1,0,1,1,.12,1,0,0,1,2
11,2,1,0,1,.12,1,0,0,1,2
11,3,0,1,0,.12,1,0,0,1,2
11,4,0,0,0,0,1,0,0,1,2
11,1,0,0,1,.079999998,1,0,0,1,3
11,2,0,1,1,.2,1,0,0,1,3
11,3,1,1,0,.079999998,1,0,0,1,3
11,4,0,0,0,0,1,0,0,1,3
11,1,0,0,0,.079999998,1,0,0,1,4
11,2,1,0,1,.16,1,0,0,1,4
11,3,0,1,1,.2,1,0,0,1,4
11,4,0,0,0,0,1,0,0,1,4
11,1,0,0,0,.039999999,1,0,0,1,5
11,2,1,1,0,.12,1,0,0,1,5
11,3,0,1,0,.079999998,1,0,0,1,5
11,4,0,0,0,0,1,0,0,1,5
11,1,0,0,0,.079999998,1,0,0,1,6
11,2,1,0,1,.12,1,0,0,1,6
11,3,0,1,0,.079999998,1,0,0,1,6
11,4,0,0,0,0,1,0,0,1,6
11,1,0,1,1,.2,1,0,0,1,7
11,2,0,0,0,.079999998,1,0,0,1,7
11,3,1,0,1,.079999998,1,0,0,1,7
11,4,0,0,0,0,1,0,0,1,7
11,1,1,0,1,.079999998,1,0,0,1,8
11,2,0,1,0,.12,1,0,0,1,8
11,3,0,0,0,.039999999,1,0,0,1,8
11,4,0,0,0,0,1,0,0,1,8
12,1,0,0,0,.12,1,0,0,1,1
12,2,0,1,0,.12,1,0,0,1,1
12,3,1,0,1,.079999998,1,0,0,1,1
12,4,0,0,0,0,1,0,0,1,1
12,1,1,1,1,.12,1,0,0,1,2
12,2,0,0,1,.12,1,0,0,1,2
12,3,0,1,0,.12,1,0,0,1,2
12,4,0,0,0,0,1,0,0,1,2
12,1,0,0,1,.079999998,1,0,0,1,3
12,2,0,1,1,.2,1,0,0,1,3
12,3,0,1,0,.079999998,1,0,0,1,3
12,4,1,0,0,0,1,0,0,1,3
12,1,0,0,0,.079999998,1,0,0,1,4
12,2,1,0,1,.16,1,0,0,1,4
12,3,0,1,1,.2,1,0,0,1,4
12,4,0,0,0,0,1,0,0,1,4
12,1,1,0,0,.039999999,1,0,0,1,5
12,2,0,1,0,.12,1,0,0,1,5
12,3,0,1,0,.079999998,1,0,0,1,5
12,4,0,0,0,0,1,0,0,1,5
12,1,0,0,0,.079999998,1,0,0,1,6
12,2,1,0,1,.12,1,0,0,1,6
12,3,0,1,0,.079999998,1,0,0,1,6
12,4,0,0,0,0,1,0,0,1,6
12,1,0,1,1,.2,1,0,0,1,7
12,2,0,0,0,.079999998,1,0,0,1,7
12,3,1,0,1,.079999998,1,0,0,1,7
12,4,0,0,0,0,1,0,0,1,7
12,1,0,0,1,.079999998,1,0,0,1,8
12,2,0,1,0,.12,1,0,0,1,8
12,3,1,0,0,.039999999,1,0,0,1,8
12,4,0,0,0,0,1,0,0,1,8
13,1,0,0,0,.12,1,0,0,1,1
13,2,0,1,0,.12,1,0,0,1,1
13,3,1,0,1,.079999998,1,0,0,1,1
13,4,0,0,0,0,1,0,0,1,1
13,1,1,1,1,.12,1,0,0,1,2
13,2,0,0,1,.12,1,0,0,1,2
13,3,0,1,0,.12,1,0,0,1,2
13,4,0,0,0,0,1,0,0,1,2
13,1,1,0,1,.079999998,1,0,0,1,3
13,2,0,1,1,.2,1,0,0,1,3
13,3,0,1,0,.079999998,1,0,0,1,3
13,4,0,0,0,0,1,0,0,1,3
13,1,0,0,0,.079999998,1,0,0,1,4
13,2,0,0,1,.16,1,0,0,1,4
13,3,0,1,1,.2,1,0,0,1,4
13,4,1,0,0,0,1,0,0,1,4
13,1,1,0,0,.039999999,1,0,0,1,5
13,2,0,1,0,.12,1,0,0,1,5
13,3,0,1,0,.079999998,1,0,0,1,5
13,4,0,0,0,0,1,0,0,1,5
13,1,0,0,0,.079999998,1,0,0,1,6
13,2,1,0,1,.12,1,0,0,1,6
13,3,0,1,0,.079999998,1,0,0,1,6
13,4,0,0,0,0,1,0,0,1,6
13,1,0,1,1,.2,1,0,0,1,7
13,2,1,0,0,.079999998,1,0,0,1,7
13,3,0,0,1,.079999998,1,0,0,1,7
13,4,0,0,0,0,1,0,0,1,7
13,1,0,0,1,.079999998,1,0,0,1,8
13,2,0,1,0,.12,1,0,0,1,8
13,3,0,0,0,.039999999,1,0,0,1,8
13,4,1,0,0,0,1,0,0,1,8
14,1,0,0,0,.12,0,0,0,1,1
14,2,0,1,0,.12,0,0,0,1,1
14,3,1,0,1,.079999998,0,0,0,1,1
14,4,0,0,0,0,0,0,0,1,1
14,1,0,1,1,.12,0,0,0,1,2
14,2,1,0,1,.12,0,0,0,1,2
14,3,0,1,0,.12,0,0,0,1,2
14,4,0,0,0,0,0,0,0,1,2
14,1,1,0,1,.079999998,0,0,0,1,3
14,2,0,1,1,.2,0,0,0,1,3
14,3,0,1,0,.079999998,0,0,0,1,3
14,4,0,0,0,0,0,0,0,1,3
14,1,0,0,0,.079999998,0,0,0,1,4
14,2,0,0,1,.16,0,0,0,1,4
14,3,1,1,1,.2,0,0,0,1,4
14,4,0,0,0,0,0,0,0,1,4
14,1,0,0,0,.039999999,0,0,0,1,5
14,2,0,1,0,.12,0,0,0,1,5
14,3,0,1,0,.079999998,0,0,0,1,5
14,4,1,0,0,0,0,0,0,1,5
14,1,0,0,0,.079999998,0,0,0,1,6
14,2,0,0,1,.12,0,0,0,1,6
14,3,1,1,0,.079999998,0,0,0,1,6
14,4,0,0,0,0,0,0,0,1,6
14,1,0,1,1,.2,0,0,0,1,7
14,2,0,0,0,.079999998,0,0,0,1,7
14,3,0,0,1,.079999998,0,0,0,1,7
14,4,1,0,0,0,0,0,0,1,7
14,1,1,0,1,.079999998,0,0,0,1,8
14,2,0,1,0,.12,0,0,0,1,8
14,3,0,0,0,.039999999,0,0,0,1,8
14,4,0,0,0,0,0,0,0,1,8
15,1,0,0,0,.12,0,0,0,1,1
15,2,0,1,0,.12,0,0,0,1,1
15,3,1,0,1,.079999998,0,0,0,1,1
15,4,0,0,0,0,0,0,0,1,1
15,1,0,1,1,.12,0,0,0,1,2
15,2,1,0,1,.12,0,0,0,1,2
15,3,0,1,0,.12,0,0,0,1,2
15,4,0,0,0,0,0,0,0,1,2
15,1,1,0,1,.079999998,0,0,0,1,3
15,2,0,1,1,.2,0,0,0,1,3
15,3,0,1,0,.079999998,0,0,0,1,3
15,4,0,0,0,0,0,0,0,1,3
15,1,0,0,0,.079999998,0,0,0,1,4
15,2,1,0,1,.16,0,0,0,1,4
15,3,0,1,1,.2,0,0,0,1,4
15,4,0,0,0,0,0,0,0,1,4
15,1,1,0,0,.039999999,0,0,0,1,5
15,2,0,1,0,.12,0,0,0,1,5
15,3,0,1,0,.079999998,0,0,0,1,5
15,4,0,0,0,0,0,0,0,1,5
15,1,0,0,0,.079999998,0,0,0,1,6
15,2,1,0,1,.12,0,0,0,1,6
15,3,0,1,0,.079999998,0,0,0,1,6
15,4,0,0,0,0,0,0,0,1,6
15,1,0,1,1,.2,0,0,0,1,7
15,2,0,0,0,.079999998,0,0,0,1,7
15,3,1,0,1,.079999998,0,0,0,1,7
15,4,0,0,0,0,0,0,0,1,7
15,1,0,0,1,.079999998,0,0,0,1,8
15,2,0,1,0,.12,0,0,0,1,8
15,3,0,0,0,.039999999,0,0,0,1,8
15,4,1,0,0,0,0,0,0,1,8
16,1,0,0,0,.12,0,1,0,0,1
16,2,0,1,0,.12,0,1,0,0,1
16,3,1,0,1,.079999998,0,1,0,0,1
16,4,0,0,0,0,0,1,0,0,1
16,1,0,1,1,.12,0,1,0,0,2
16,2,1,0,1,.12,0,1,0,0,2
16,3,0,1,0,.12,0,1,0,0,2
16,4,0,0,0,0,0,1,0,0,2
16,1,1,0,1,.079999998,0,1,0,0,3
16,2,0,1,1,.2,0,1,0,0,3
16,3,0,1,0,.079999998,0,1,0,0,3
16,4,0,0,0,0,0,1,0,0,3
16,1,0,0,0,.079999998,0,1,0,0,4
16,2,1,0,1,.16,0,1,0,0,4
16,3,0,1,1,.2,0,1,0,0,4
16,4,0,0,0,0,0,1,0,0,4
16,1,0,0,0,.039999999,0,1,0,0,5
16,2,0,1,0,.12,0,1,0,0,5
16,3,0,1,0,.079999998,0,1,0,0,5
16,4,1,0,0,0,0,1,0,0,5
16,1,1,0,0,.079999998,0,1,0,0,6
16,2,0,0,1,.12,0,1,0,0,6
16,3,0,1,0,.079999998,0,1,0,0,6
16,4,0,0,0,0,0,1,0,0,6
16,1,0,1,1,.2,0,1,0,0,7
16,2,0,0,0,.079999998,0,1,0,0,7
16,3,1,0,1,.079999998,0,1,0,0,7
16,4,0,0,0,0,0,1,0,0,7
16,1,1,0,1,.079999998,0,1,0,0,8
16,2,0,1,0,.12,0,1,0,0,8
16,3,0,0,0,.039999999,0,1,0,0,8
16,4,0,0,0,0,0,1,0,0,8
17,1,0,0,0,.12,1,0,0,1,1
17,2,0,1,0,.12,1,0,0,1,1
17,3,1,0,1,.079999998,1,0,0,1,1
17,4,0,0,0,0,1,0,0,1,1
17,1,0,1,1,.12,1,0,0,1,2
17,2,1,0,1,.12,1,0,0,1,2
17,3,0,1,0,.12,1,0,0,1,2
17,4,0,0,0,0,1,0,0,1,2
17,1,1,0,1,.079999998,1,0,0,1,3
17,2,0,1,1,.2,1,0,0,1,3
17,3,0,1,0,.079999998,1,0,0,1,3
17,4,0,0,0,0,1,0,0,1,3
17,1,0,0,0,.079999998,1,0,0,1,4
17,2,1,0,1,.16,1,0,0,1,4
17,3,0,1,1,.2,1,0,0,1,4
17,4,0,0,0,0,1,0,0,1,4
17,1,0,0,0,.039999999,1,0,0,1,5
17,2,0,1,0,.12,1,0,0,1,5
17,3,0,1,0,.079999998,1,0,0,1,5
17,4,1,0,0,0,1,0,0,1,5
17,1,0,0,0,.079999998,1,0,0,1,6
17,2,0,0,1,.12,1,0,0,1,6
17,3,0,1,0,.079999998,1,0,0,1,6
17,4,1,0,0,0,1,0,0,1,6
17,1,0,1,1,.2,1,0,0,1,7
17,2,0,0,0,.079999998,1,0,0,1,7
17,3,1,0,1,.079999998,1,0,0,1,7
17,4,0,0,0,0,1,0,0,1,7
17,1,1,0,1,.079999998,1,0,0,1,8
17,2,0,1,0,.12,1,0,0,1,8
17,3,0,0,0,.039999999,1,0,0,1,8
17,4,0,0,0,0,1,0,0,1,8
18,1,0,0,0,.12,1,0,0,1,1
18,2,0,1,0,.12,1,0,0,1,1
18,3,1,0,1,.079999998,1,0,0,1,1
18,4,0,0,0,0,1,0,0,1,1
18,1,1,1,1,.12,1,0,0,1,2
18,2,0,0,1,.12,1,0,0,1,2
18,3,0,1,0,.12,1,0,0,1,2
18,4,0,0,0,0,1,0,0,1,2
18,1,1,0,1,.079999998,1,0,0,1,3
18,2,0,1,1,.2,1,0,0,1,3
18,3,0,1,0,.079999998,1,0,0,1,3
18,4,0,0,0,0,1,0,0,1,3
18,1,0,0,0,.079999998,1,0,0,1,4
18,2,1,0,1,.16,1,0,0,1,4
18,3,0,1,1,.2,1,0,0,1,4
18,4,0,0,0,0,1,0,0,1,4
18,1,0,0,0,.039999999,1,0,0,1,5
18,2,0,1,0,.12,1,0,0,1,5
18,3,1,1,0,.079999998,1,0,0,1,5
18,4,0,0,0,0,1,0,0,1,5
18,1,0,0,0,.079999998,1,0,0,1,6
18,2,0,0,1,.12,1,0,0,1,6
18,3,0,1,0,.079999998,1,0,0,1,6
18,4,1,0,0,0,1,0,0,1,6
18,1,0,1,1,.2,1,0,0,1,7
18,2,0,0,0,.079999998,1,0,0,1,7
18,3,1,0,1,.079999998,1,0,0,1,7
18,4,0,0,0,0,1,0,0,1,7
18,1,1,0,1,.079999998,1,0,0,1,8
18,2,0,1,0,.12,1,0,0,1,8
18,3,0,0,0,.039999999,1,0,0,1,8
18,4,0,0,0,0,1,0,0,1,8
19,1,1,0,0,.12,0,0,0,1,1
19,2,0,1,0,.12,0,0,0,1,1
19,3,0,0,1,.079999998,0,0,0,1,1
19,4,0,0,0,0,0,0,0,1,1
19,1,1,1,1,.12,0,0,0,1,2
19,2,0,0,1,.12,0,0,0,1,2
19,3,0,1,0,.12,0,0,0,1,2
19,4,0,0,0,0,0,0,0,1,2
19,1,0,0,1,.079999998,0,0,0,1,3
19,2,1,1,1,.2,0,0,0,1,3
19,3,0,1,0,.079999998,0,0,0,1,3
19,4,0,0,0,0,0,0,0,1,3
19,1,0,0,0,.079999998,0,0,0,1,4
19,2,0,0,1,.16,0,0,0,1,4
19,3,0,1,1,.2,0,0,0,1,4
19,4,1,0,0,0,0,0,0,1,4
19,1,0,0,0,.039999999,0,0,0,1,5
